고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
스카이치과,,강원특별자치도,원주시,원일로 57,033-761-2842,inEos X5,6324649,2551,2015-01-30,108986,EAST
강릉원주대학교치과병원,,강원특별자치도,강릉시,죽헌길 7 ,033-640-3155,APOLLO DI,6418375,1608,2019-06-20,100806,EAST
행복한치과,,경기도,연천군,전곡읍  305-27번지 전곡한의원 2층,031-835-7528,CEREC AC Connect,6319300,61130,2017-05-12,103090,EAST
굿윌치과병원(덕천점),,부산광역시,북구,덕천동 325-5,051-330-6000,CEREC AC Connect,6319300,61129,2019-04-23,102635,EAST
연세유라인치과의원,,서울특별시,강남구,강남대로 390,02-556-2822,CEREC AC Connect Omnicam,6431519,183603,2022-03-17,114110,EAST
연세덴티프로치과의원,,경기도,고양시,일산서구 중앙로 1426,031-922-8100,CEREC AC Connect Omnicam,6431519,183623,2022-03-08,110889,WEST
바로이치과,,경기도,부천시,부일로 464,1544-8528,CEREC AC Connect Omnicam,6431519,183627,2021-11-30,110033,WEST
해모수치과의원,,서울특별시,강동구,동남로 877,02-428-5036,CEREC AC Connect Omnicam,6431519,183890,2021-12-01,103506,EAST
힐탑치과의원_용산구,,서울특별시,용산구,우사단로 3,02-790-8353,CEREC AC Connect Omnicam,6431519,183626,2021-11-30,112397,WEST
연세미래치과,,서울특별시,관악구,신림로 330 ,02-881-8250,CEREC AC Connect Omnicam,6431519,183624,2021-11-10,112352,WEST
기쁨이샘솟는치과의원,,서울특별시,은평구,진관동 20 은평뉴타운상림마을 2층 상가 821동 201호~202호,02-737-7522,CEREC AC Connect Omnicam,6431519,184119,2022-06-20,112695,WEST
하임치과의원,,서울특별시,강남구,논현로98길 34,02-596-2080,CEREC AC Connect Omnicam,6431519,184117,2022-06-13,109155,EAST
신세계정치과의원,,인천광역시,연수구,센트럴로 160,032-851-2082,CEREC AC Connect Omnicam,6431519,183892,2022-05-25,106502,WEST
밝은내일치과의원,,인천광역시,부평구,십정동 516-3 4층,032-441-2804,CEREC AC Connect Omnicam,6431519,183891,2022-08-19,108299,WEST
아이디병원,,서울특별시,강남구,도산대로 142,02-3496-5578,CEREC AC Connect Omnicam,6431519,182572,2017-11-29,107747,EAST
대구보건대학교,,대구광역시,북구,영송로 15 ,053-320-1300,CEREC AC Connect Omnicam,6431519,184114,2023-08-17,113410,EAST
대구보건대학교,,대구광역시,북구,영송로 15 ,053-320-1300,CEREC AC Connect Omnicam,6431519,184113,2023-08-17,113410,EAST
백석문화대학교,,충청남도,천안시,동남구 문암로 58,,CEREC AC Connect Omnicam,6431519,184200,2024-02-13,111464,WEST
백석문화대학교,,충청남도,천안시,동남구 문암로 58,,CEREC AC Connect Omnicam,6431519,184201,2024-02-13,111464,WEST
대구보건대학교,,대구광역시,북구,영송로 15 ,053-320-1300,CEREC AC Connect Omnicam,6431519,184127,2024-01-17,113410,EAST
청양부부치과,,충청남도,청양군,청양읍  읍내리 201-16 2층,041-942-3800,CEREC AC Connect Omnicam,6431519,180762,2016-03-11,108503,WEST
미소치과의원,,충청북도,청원군,청원구 오창읍 중심상업1로 20,043-216-7528,CEREC AC Connect Omnicam,6431519,180752,2016-05-09,108341,WEST
고의영치과,,부산광역시,해운대구,반여2동  1291-1025번지,051-783-2636,CEREC AC Connect Omnicam,6431519,181029,2016-04-29,104913,EAST
김과연치과,,서울특별시,동작구,흑석동  45-1 동부센트레빌 상가 3층,02-814-2875,CEREC AC Connect Omnicam,6431519,181028,2016-04-29,105319,WEST
진영이사랑치과의원,,경상남도,김해시,진영읍 김해대로365번길 6-10 센텀메디컬 4층,055-343-7944,CEREC AC Connect Omnicam,6431519,180749,2016-04-26,107579,EAST
라이프치과의원,,서울특별시,동대문구,이문로 136,02-963-6630,CEREC AC Connect Omnicam,6431519,180950,2016-04-25,104096,EAST
미소사랑치과의원,,경상남도,창원시,팔용동 103-2사화빌딩401호,055-299-2820,CEREC AC Connect Omnicam,6431519,180750,2016-02-17,105537,EAST
하단부부치과,,부산광역시,사하구,낙동남로 1417,051-201-2275,CEREC AC Connect Omnicam,6431519,180754,2016-02-02,108611,EAST
손창원치과,,충청남도,당진시,당진읍 읍내리 224-4 진원스타타워4층,041-354-3388,CEREC AC Connect Omnicam,6431519,180689,2015-12-30,105179,WEST
참플란트치과의원,,경기도,수원시,권선구 세화로 134번길 11,070-8795-3479(기공실)031-217-2828(치과),CEREC AC Connect Omnicam,6431519,180687,2015-12-31,103073,WEST
옥스치과의원,,서울특별시,강남구,테헤란로 105 A타워 7층,02-555-6633,CEREC AC Connect Omnicam,6431519,180679,2015-12-30,109157,EAST
늘사랑치과의원_대구  수성구_(예쁜치아치과기공소108678),,대구광역시,수성구,달구벌대로 2501 ,053-751-2825,CEREC AC Connect Omnicam,6431519,180688,2015-12-31,104936,EAST
이스턴치과의원_부산 북구,,부산광역시,북구,덕천동 401-8,051-343-9977,CEREC AC Connect Omnicam,6431519,180677,2015-12-31,103003,EAST
의료법인 영훈의료재단 선치과병원_중촌동,,대전광역시,중구,대종로 645,422515000,CEREC AC Connect Omnicam,6431519,180742,2016-01-29,100282,WEST
서울토토치과의원,,서울특별시,강남구,도곡로 521 203호,02-539-1106,CEREC AC Connect Omnicam,6431519,180680,2015-12-30,107117,EAST
포유치과의원_대구  남구,,대구광역시,남구,대명6동  1098-7번지,053-656-2880080-303-2875,CEREC AC Connect Omnicam,6431519,180641,2015-12-15,106980,EAST
함안우리치과의원,,경상남도,함안군,가야읍 함마대로 1494,051-784-2882,CEREC AC Connect Omnicam,6431519,180646,2015-12-10,112676,EAST
미래서울치과의원,,서울특별시,금천구,남부순환로 1386,02-868-0652,CEREC AC Connect Omnicam,6431519,180751,2016-02-16,106039,WEST
믿음치과,,서울특별시,관악구,남부순환로 2082-37,02-585-1488,CEREC AC Connect Omnicam,6431519,180753/419524,2016-01-29,109127,WEST
의료법인 영훈의료재단 선치과병원_중촌동,,대전광역시,중구,대종로 645,422515000,CEREC AC Connect Omnicam,6431519,180740,2016-01-29,100282,WEST
해바라기치과,,부산광역시,남구,문현3동  374-1번지 이안상가 B 1층 04-06호,051-642-2804,CEREC AC Connect Omnicam,6431519,182970,2018-05-08,105511,EAST
365디지털치과,,대전광역시,서구,대덕대로 175번길 16,042-476-2875,CEREC AC Connect Omnicam,6431519,182339,2017-09-26,110493,WEST
탑플랜치과의원,,서울특별시,강서구,양천로30길 123-28,02-2668-2804,CEREC AC Connect Omnicam,6431519,182293,2017-07-13,108034,WEST
하임치과의원,,서울특별시,강남구,논현로98길 34,02-596-2080,CEREC AC Connect Omnicam,6431519,182211,2017-06-22,109155,EAST
연세대학교 의료원,,서울특별시,서대문구,연세로 50-1,02-2228-3146,CEREC AC Connect Omnicam,6431519,182210,2017-05-24,104157,WEST
바루다치과의원,,대전광역시,서구,둔산남로 7,042-489-2828,CEREC AC Connect Omnicam,6431519,181356,2017-05-22,112286,WEST
램브란트치과 (상인점),,대구광역시,달서구,월배로 175 ,053-643-2875,CEREC AC Connect Omnicam,6431519,180676,2015-12-16,108232,EAST
고덕서울치과의원,,서울특별시,강동구,고덕로 256,02-481-3336,CEREC AC Connect Omnicam,6431519,182292,2017-09-11,110213,EAST
알토란 치과의원,,서울특별시,송파구,송파대로37길 88,02-2602-2804,CEREC AC Connect Omnicam,6431519,181187,2017-04-11,108150,EAST
박치과의원,,경상남도,의령군,의령읍 충익로 23-2,055-573-5695,CEREC AC Connect Omnicam,6431519,181354,2017-03-31,107134,EAST
연세휴치과,,서울특별시,성북구,종암로 122,02-927-2119,CEREC AC Connect Omnicam,6431519,181357,2017-02-23,108191,EAST
리더스치과의원,,강원특별자치도,원주시,봉화로65,033-742-2025,CEREC AC Connect Omnicam,6431519,181355,2017-01-25,108208,EAST
소리소플러스치과의원,,대전광역시,서구,대덕대로 226,042-477-2882,CEREC AC Connect Omnicam,6431519,180948,2016-03-31,108188,WEST
서울순플란트치과의원,,서울특별시,양천구,등촌로 230,02-2642-5757,CEREC AC Connect Omnicam,6431519,181058,2016-11-01,107261,WEST
젊어지는치과의원,,서울특별시,서초구,강남대로 405,02-3482-2828,CEREC AC Connect Omnicam,6431519,181059,2016-08-30,112594,EAST
디지털365치과의원_울산 남구,,울산광역시,남구,화합로 203 ,052-710-5020,CEREC AC Connect Omnicam,6431519,181030,2016-09-30,111252,EAST
275치과의원,,경기도,광주시,태전중앙로 20,031-765-0275,CEREC AC Connect Omnicam,6431519,181047,2016-07-29,111659,EAST
건양대학교병원,,대전광역시,서구,관저동로 158,042-600-6630,CEREC AC Connect Omnicam,6431519,181035,2016-06-29,106941,WEST
상동사과나무치과,,경기도,부천시,원미구 상동로 90,032-275-5000,CEREC AC Connect Omnicam,6431519,181036,2016-06-27,108386,WEST
하루안치과의원,,전북특별자치도,전주시,완산구 홍산중앙로 22,063-242-2875,CEREC AC Connect Omnicam,6431519,180949,2016-03-31,108446,WEST
백천우리치과_경북 경산시,,경상북도,경산시,백천동  574-2번지 상가2층 202호,053-815-2275,CEREC AC Connect Omnicam,6431519,180860,2016-03-30,108990,EAST
조훈치과의원,,서울특별시,강남구,압구정로34길 11 501,02-547-5075,CEREC AC Connect Omnicam,6431519,180792,2016-03-22,109115,EAST
제일치과의원,,충청남도,논산시,해월로 154,041-733-7777,CEREC AC Connect Omnicam,6431519,180793,2016-03-22,103245,WEST
카라치과의원,,경기도,성남시,분당구 정자로 13,031-786-0285,CEREC AC Connect Omnicam,6431519,180761,2016-03-17,106221,EAST
힐스치과_부산 해운대구,,부산광역시,해운대구,좌동순환로433번길 30-1,051-747-2879,CEREC AC Connect Omnicam,6431519,180077,2016-03-18,108474,EAST
조은치과_충남 보령시,,충청남도,보령시,동대동  822-5번지 2층,041-934-2875,CEREC AC Connect Omnicam,6431519,183330,2019-03-27,101364,WEST
정민치과_서울  영등포구,,서울특별시,영등포구,가마산로 368,02-846-2733,CEREC AC Connect Omnicam,6431519,180858,2019-03-19,111010,WEST
쉼부부치과_전북 전주시,,전북특별자치도,전주시,덕진 팔북동 1가 136-4,063-214-2875,CEREC AC Connect Omnicam,6431519,183329,2018-12-31,105466,WEST
국군대전병원,,대전광역시,유성구,자운동 100-1 사서함78-504호,,CEREC AC Connect Omnicam,6431519,183328,2018-12-17,104633,WEST
국군수도병원,,경기도,성남시,분당구 새마을로177번길 81,031-725-5114,CEREC AC Connect Omnicam,6431519,183327,2018-12-12,106155,EAST
타이거치과,,경기도,수원시,권선구 금곡로196번길 76,031-292-2080,CEREC AC Connect Omnicam,6431519,183063,2018-07-26,110674,WEST
미래도담치과의원,,부산광역시,부산진구,가야대로 460,051-892-2835,CEREC AC Connect Omnicam,6431519,183062,2018-07-26,113003,EAST
디지털노블치과의원_울산 북구,,울산광역시,북구,호계로 277,052-293-2879,CEREC AC Connect Omnicam,6431519,183061,2018-07-24,110672,EAST
디지털타임치과의원_인천 중구,,인천광역시,중구,우현로 93-1,032-777-7579,CEREC AC Connect Omnicam,6431519,183060,2018-06-28,108015,WEST
아미치과의원,,경상남도,창원시,마산합포구 불종거리로 32,055-243-1404,CEREC AC Connect Omnicam,6431519,183059,2018-06-26,110557,EAST
은평현대치과의원,,서울특별시,은평구,응암로 243,054-283-9573,CEREC AC Connect Omnicam,6431519,183052,2018-06-07,114309,WEST
연세올데이치과,,대전광역시,유성구,도안대로 512-20,042-527-2828,CEREC AC Connect Omnicam,6431519,183051,2018-05-31,110598,WEST
이편한치과의원_인천 미추홀구,,인천광역시,미추홀구,석정로 437,032-868-2875,CEREC AC Connect Omnicam,6431519,182971,2018-05-15,112388,WEST
율곡M치과_경북 김천,,경상북도,김천시,김천시 혁신로 238,054-434-7528,CEREC AC Connect Omnicam,6431519,182969,2018-04-25,108065,EAST
효사랑치과,,경기도,안양시,만안구 병목안로 20,031-360-4311,CEREC AC Connect Omnicam,6431519,183625,2019-01-28,110958,WEST
연세우리치과,,경기도,성남시,분당구 황새울로 325,031-707-2852,CEREC AC Connect Omnicam,6431519,182864,2018-03-30,108480,EAST
연세위드치과의원,,인천광역시,남동구,논고개로 87 203,032-422-7728,CEREC AC Connect Omnicam,6431519,182967,2018-03-30,107656,WEST
의료법인 영훈의료재단 유성선병원_유성,,대전광역시,유성구,북유성대로 93 ,042-609-1800,CEREC AC Connect Omnicam,6431519,182968,2018-03-30,100336,WEST
루비치과의원,,경기도,광주시,중앙로 101,1544-9475,CEREC AC Connect Omnicam,6431519,182863,2018-03-29,110531,EAST
투데이 치과 기공소,,강원특별자치도,원주시,모래내길 11-4,070-4109-2804,CEREC AC Connect Omnicam,6431519,182865,2018-03-22,108161,EAST
한서치과의원,,경상남도,창원시,성산구 용지로133번길 3,055-262-2004,CEREC AC Connect Omnicam,6431519,182821,2018-02-27,108125,EAST
투데이 치과 기공소,,강원특별자치도,원주시,모래내길 11-4,070-4109-2804,CEREC AC Connect Omnicam,6431519,182808,2018-02-23,108161,EAST
투데이 치과 기공소,,강원특별자치도,원주시,모래내길 11-4,070-4109-2804,CEREC AC Connect Omnicam,6431519,182807,2018-02-23,108161,EAST
강남365치과의원,,인천광역시,연수구,송도국제대로 157,032-817-3650,CEREC AC Connect Omnicam,6431519,182654,2018-01-31,110247,WEST
중앙허브치과,,충청남도,서산시,고운로 214,041-668-2875,CEREC AC Connect Omnicam,6431519,182653,2018-01-17,110400,WEST
2080치과의원,,인천광역시,계양구,효성동 123-73 태산상가 401,032-545-7242,CEREC AC Connect Omnicam,6431519,182652,2018-01-04,110246,WEST
연세하늘치과_경기 안산,,경기도,안산시,상록구 용신로 388,031-418-2875,CEREC AC Connect Omnicam,6431519,182651,2017-12-29,113214,WEST
바노바기일레븐치과의원,,서울특별시,강남구,논현로 521-3,02-562-2522,CEREC AC Connect Omnicam,6431519,182650,2017-12-27,107986,EAST
허브치과,,서울특별시,서대문구,세무서길 11,02-3216-0216,CEREC AC Connect Omnicam,6431519,183498,2018-11-23,106469,WEST
권치과_전북 순창군,,전북특별자치도,순창군,순창읍  순화리 114-9번지,063-652-7728,CEREC AC Connect Omnicam,6431519,183600,2018-11-27,,WEST
하이치과_서울 송파구,,서울특별시,송파구,백제고분로51길 30,02-402-2875,CEREC AC Connect Omnicam,6431519,183497,2018-11-22,110877,EAST
나비드치과_서울  은평구,,서울특별시,은평구,응암3동  602-41번지,02-309-3196,CEREC AC Connect Omnicam,6431519,183502,2018-11-22,103958,WEST
서울스마트치과의원_인천 연수구,,인천광역시,연수구,첨단대로 40,032-258-2828,CEREC AC Connect Omnicam,6431519,183598,2018-11-16,107822,WEST
서울스마트치과의원_인천 연수구,,인천광역시,연수구,첨단대로 40,032-258-2828,CEREC AC Connect Omnicam,6431519,183496,2018-11-16,107822,WEST
리치치과의원_부산 해운대구,,부산광역시,해운대구,구남로 27,051-741-8833,CEREC AC Connect Omnicam,6431519,183477,2018-08-28,107185,EAST
박인호치과,,대전광역시,중구,태평2동  486-15번지 버드내APT2단지내상가 207호,042-536-2833,CEREC AC Connect Omnicam,6431519,183478,2018-08-29,103098,WEST
램브란트치과 (상인점),,대구광역시,달서구,월배로 175 ,053-643-2875,CEREC AC Connect Omnicam,6431519,182862,2018-08-10,108232,EAST
오케이치과의원,,인천광역시,남동구,만수동  908-21번지 영동빌딩 202호,032-469-7528,CEREC AC Connect Omnicam,6431519,182649,2017-12-20,110418,WEST
아름미소치과의원,,서울특별시,중랑구,망우로 192,02-6212-7575,CEREC AC Connect Omnicam,6431519,182614,2017-12-07,110440,EAST
오케이치과,,인천광역시,연수구,신송로 121 402호 ,032-858-2828,CEREC AC Connect Omnicam,6431519,182615,2017-12-07,108479,WEST
뉴연세치과의원,,서울특별시,성북구,동소문로 12,02-3676-3008,CEREC AC Connect Omnicam,6431519,182501,2017-10-12,110205,EAST
이승희디지털치과의원,,부산광역시,동래구,금강공원로11,051-554-2221,CEREC AC Connect Omnicam,6431519,182502,2017-10-10,110471,EAST
한번에치과의원,,서울특별시,중구,명동9길 23,02-753-2275,CEREC AC Connect Omnicam,6431519,184192,2020-01-17,111404,WEST
여주대학교,,경기도,여주시,여주읍 세종로 338 ,031-880-5458,CEREC AC Connect Omnicam,6431519,184140,2020-01-16,106168,EAST
이노스치과의원,,경기도,평택시,경기대로 1188,031-667-2802,CEREC AC Connect Omnicam,6431519,184138,2019-12-30,108196,WEST
서울바를정치과의원,,경기도,성남시,분당구 성남대로 349,031-726-3427,CEREC AC Connect Omnicam,6431519,184196,2019-12-16,111365,EAST
예미담치과(아산),,충청남도,아산시,배방읍 북수로 128,041-548-8228,CEREC AC Connect Omnicam,6431519,183053,2018-06-27,106924,WEST
부산대학교치과병원,,경상남도,양산시,물금읍 금오로 20,055-360-5328,CEREC AC Connect Omnicam,6431519,184193,2019-11-13,106171,EAST
이마을치과의원,,광주광역시,남구,봉선로 127 4층 401호 ,062-673-2877,CEREC AC Connect Omnicam,6431519,183331,2019-07-09,111177,WEST
이사랑치과의원_부산 기장군,,부산광역시,기장군,기장읍 동부리 275-3 미주빌딩 3층,051-724-2804,CEREC AC Connect Omnicam,6431519,184137,2019-06-20,109642,EAST
정으로가는치과 의원,,서울특별시,서초구,서초대로 316 하림인터내셔널 402,02-597-2875,CEREC AC Connect Omnicam,6431519,182222,2017-06-29,111267,EAST
송도퍼스트치과의원,,인천광역시,연수구,컨벤시아대로 165,032-831-2812,CEREC AC Connect Omnicam,6431519,184135,2019-05-30,111117,WEST
현대치과의원,,전라남도,화순군,화순읍 만연리 242-1,061-375-7528,CEREC AC Connect Omnicam,6431519,184128,2019-05-28,111120,WEST
연수서울치과의원,,인천광역시,연수구,청능대로 103,032-817-8177,CEREC AC Connect Omnicam,6431519,184116,2019-04-19,110813,WEST
연세MY바른이치과의원,,서울특별시,마포구,양화로 156,02-337-2282,CEREC AC Connect Omnicam,6431519,184197,2019-08-20,114290,WEST
서울수치과의원_강원 원주,,강원특별자치도,원주시,중앙동 111 동남타워 3층,033-748-7528,CEREC AC Connect Omnicam,6431519,183504,2019-08-14,103011,EAST
서울유엔치과의원,,서울특별시,용산구,한남대로 76,02-797-2879,CEREC AC Connect Omnicam,6431519,183503,2019-07-30,104061,WEST
서울윤치과의원,,강원특별자치도,원주시,단구로 360,033-761-2879,CEREC AC Connect Omnicam,6431519,183501,2019-07-24,107522,EAST
장호열치과의원,,대전광역시,서구,청사로 130,042-478-7528,CEREC AC Connect Omnicam,6431519,183499,2019-07-12,111184,WEST
세라치과의원,,서울특별시,강남구,봉은사로 457,02-540-0017,CEREC AC Connect Omnicam,6431519,184118,2020-08-19,111709,EAST
연세하이디치과의원,,서울특별시,송파구,올림픽로 108 ,02-418-1114,CEREC AC Connect Omnicam,6431519,183601,2020-07-31,103136,EAST
허영돈치과,,경상남도,창원시,충무동  25-99 평화빌딩 4층,055-546-4459,CEREC AC Connect Omnicam,6431519,183597,2020-07-22,100718,EAST
제일치과_경기 광명시,,경기도,광명시,범안로 1050 성보빌딩 304호,02-809-2875,CEREC AC Connect Omnicam,6431519,183596,2020-07-16,,WEST
초림G7치과의원,,경기도,성남시,분당구 수내로46번길 11,031-712-1002,CEREC AC Connect Omnicam,6431519,183595,2020-07-15,104265,EAST
좋은이웃치과의원,,부산광역시,해운대구,좌동순환로 76,051-746-6200,CEREC AC Connect Omnicam,6431519,180859,2016-03-30,111447,EAST
오늘안치과의원,,광주광역시,서구,화정로 222,062-229-2875,CEREC AC Connect Omnicam,6431519,183594,2020-05-27,111592,WEST
세렉밀링센터치과기공소,,서울특별시,동대문구,고산자로 481-1,02-2243-2870,CEREC AC Connect Omnicam,6431519,184139,2020-02-18,110487,WEST
의료법인 금강의료재단_(구.고치과.고운치과)_경남 창원,,경상남도,창원시,의창구 용호동 73-43,055-285-0987,CEREC AC Connect Omnicam,6431519,184194,2020-02-04,104104,EAST
새로운부부치과의원,,대전광역시,유성구,은구비남로 35,042-823-8277,CEREC AC Connect Omnicam,6431519,184203,2021-05-28,106400,WEST
안세미시간치과의원,,경기도,성남시,분당구 판교역로192번길 16 503,031-8017-5579,CEREC AC Connect Omnicam,6431519,184202,2021-02-04,101024,EAST
대구보건대학교,,대구광역시,북구,영송로 15 ,053-320-1300,CEREC AC Connect Omnicam,6431519,182655,2024-11-12,113410,EAST
프라임치과의원_경기 성남시,,경기도,성남시,분당구 야탑로81번길 10,031-622-1222,CEREC AC Connect Omnicam,6431519,184136,2020-03-27,100758,EAST
미소치과의원,,충청북도,청원군,청원구 오창읍 중심상업1로 20,043-216-7528,V60 i-Line,,2220161823,2016-05-09,108341,WEST
고의영치과,,부산광역시,해운대구,반여2동  1291-1025번지,051-783-2636,V60 i-Line,,2220161822,2016-04-29,104913,EAST
서울플란트치과의원,,대전광역시,서구,대덕대로 220번길 17,042-526-2885,V60 i-Line,,2220151594,2015-12-31,108537,WEST
연세미소치과의원,,충청북도,충주시,연수동산로 14,043-844-5275,V60 i-Line,,2220151591,2015-12-14,102026,WEST
미플란트치과의원,,대전광역시,동구,계족로 174,042-822-2275,V60 i-Line,,2220151592,2015-12-14,108146,WEST
함안우리치과의원,,경상남도,함안군,가야읍 함마대로 1494,051-784-2882,V60 i-Line,,2220151181,2015-12-10,112676,EAST
상아치과,,충청북도,제천시,의림대로 113-10,043-646-4567,V60 i-Line,,2220151117,2015-12-09,112994,WEST
서울탑치과_울산  남구,,울산광역시,남구,달동  1359-12,052-911-2875,V60 i-Line,,2220151542,2016-03-04,108487,EAST
미래서울치과의원,,서울특별시,금천구,남부순환로 1386,02-868-0652,V60 i-Line,,2220151184,2016-02-16,106039,WEST
청양부부치과,,충청남도,청양군,청양읍  읍내리 201-16 2층,041-942-3800,V60 i-Line,,2220151548,2016-01-29,108503,WEST
하루애드림치과의원,,전북특별자치도,군산시,수송로 285,063-452-8228,V60 i-Line,,2220161837,2017-04-27,108147,WEST
유진치과병원,,부산광역시,남구,전포대로 90,051-633-2875,V60 i-Line,,2220151593,2017-03-31,108166,EAST
웃는얼굴치과의원,,경기도,수원시,팔달구 권광로 199,031-231-2879,V60 i-Line,,2220140403,2017-03-27,108033,WEST
유진치과병원,,부산광역시,남구,전포대로 90,051-633-2875,V60 i-Line,,2220161821,2016-03-29,108166,EAST
미래로치과의원,,서울특별시,강북구,한천로 1035,02-999-2228,V60 i-Line,,2220140454,2017-01-09,104004,EAST
서울치과의원,,충청북도,진천군,진천읍 중앙동7길 1,043-532-1230,V60 i-Line,,2220140597,2016-12-27,100200,WEST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,V60 i-Line,,2220161835,2016-08-05,107618,EAST
서울더좋은치과의원,,서울특별시,영등포구,당산로 222,02-2672-8575,V60 i-Line,,2220161829,2016-06-30,108384,WEST
연세김치과,,충청남도,홍성군,홍성읍 홍성천길 210,041-631-2858,V60 i-Line,,2220161824,2016-06-30,107238,WEST
카라치과의원,,경기도,성남시,분당구 정자로 13,031-786-0285,V60 i-Line,,2220151182,2016-03-17,106221,EAST
비오케이(BOK)김봉옥치과,,서울특별시,강남구,압구정로 208,02-515-2828,V60 i-Line,,2220151598,2016-02-23,107731,EAST
예인치과의원_경남 창원,,경상남도,창원시,의창구 원이대로 581,055-273-7528,V60 i-Line,,2220140744,2015-01-23,111915,EAST
서울함께웃는치과,,인천광역시,미추홀구,주안동 939-30.38.39,032-435-2275,V60 i-Line,,2220151113,2015-10-30,108595,WEST
베일러연합치과,,경기도,용인시,기흥구 탑실로 36,031-283-0316,V60 i-Line,,2220150871,2015-09-30,108061,EAST
다이아몬드치과의원,,부산광역시,수영구,수영로 699,051-742-1075,V60 i-Line,,2220150842,2015-09-30,110509,EAST
하단부부치과,,부산광역시,사하구,낙동남로 1417,051-201-2275,V60 i-Line,,2220150873,2015-09-30,108611,EAST
진천서울치과,,충청북도,진천군,덕산면 덕금로 804,043-537-2275,V60 i-Line,,2220140790,2015-05-29,108715,WEST
완도치과의원,,전라남도,완도군,완도읍 장보고대로 170,061-555-0028,V60 i-Line,,2220140789,2015-04-22,109577,WEST
연세바른치과의원,,서울특별시,강남구,개포로 22길 6,02-574-5143,V60 i-Line,,2220140787,2015-04-09,,EAST
김진걸치과의원,,경기도,성남시,분당구 대왕판교로606번길 39,031-711-5406,V60 i-Line,,2220140721,2015-03-23,108137,EAST
유앤아이치과,,부산광역시,부산진구,서면로 64,051-911-0002,V60 i-Line,,22201 40742,2015-01-07,108626,EAST
영신치과의원_부산 동구,,부산광역시,동구,범일2동  830-25번지 덕원빌딩 5층,051-632-2875,V60 i-Line,,2220140719,2015-03-05,108823,EAST
연세뉴욕치과_부산 해운대구,,부산광역시,해운대구,센텀남대로 50,051-741-5955,V60 i-Line,,22201 40745,2015-02-24,108783,EAST
당신의 라이프 치과의원,,경기도,수원시,영통구 덕영대로 1478,031-205-8008,inLab MC X5,6468560,104233/404242,2018-11-30,112223,WEST
연세유라인치과의원,,서울특별시,강남구,강남대로 390,02-556-2822,inLab MC X5,6468560,106178 / 406345,2022-03-17,114110,EAST
이영석·문익훈치과의원,,광주광역시,서구,상무누리로 4,062-381-7522,inLab MC X5,6468560,106177,2022-02-07,109403,WEST
비젼치과기공소,,광주광역시,광산구,수등로 277,062-673-2820,inLab MC X5,6468560,106176(406348),2022-01-26,100648,WEST
OK치과기공소,,서울특별시,중랑구,공릉로 56,02-745-2833,inLab MC X5,6468560,106175,2022-01-26,101860,EAST
원서울치과의원,,서울특별시,금천구,가산디지털1로 186 412,02-2028-7028,inLab MC X5,6468560,104286(제조번호 확인필요),2019-01-29,109328,WEST
2D치과,,서울특별시,강남구,강남대로 470,02-512-2295,inLab MC X5,6468560,105924,2021-11-30,112384,EAST
주식회사 제이엠케이덴탈랩,,서울특별시,광진구,능동로 3길 54,02-499-8828,inLab MC X5,6468560,105923,2021-11-29,106926,EAST
(주)와이제이(YJ),,경기도,안양시,동안구 전파로 88,010-8522-2804,inLab MC X5,6468560,106181(4063548),2022-06-10,112664,WEST
울산공업학원울산대학교병원,Local Warranty Extension (1+2),울산광역시,동구,방어진순환도로 877,052-250-7000,inLab MC X5,6468560,106180,2022-05-10,112618,EAST
뷰티바이오센터 (Beauty Bio Center),,서울특별시,동대문구,왕산로19라길 3,02-931-4413,inLab MC X5,6468560,106487,2022-06-28,109704,EAST
미시간부부치과의원,,부산광역시,기장군,기장읍 차성남로51번길 30,051-724-1875,inLab MC X5,6468560,106179,2022-03-30,108112,EAST
ONE치과기공소-안양,,경기도,안양시,동안구 인덕원로30번길 34,031-424-2815,inLab MC X5,6468560,106488,2022-08-19,101521,WEST
하루애드림치과의원,,전북특별자치도,군산시,수송로 285,063-452-8228,inLab MC X5,6468560,105602,2023-01-12,108147,WEST
해오름보철치과기공소,,광주광역시,북구,고운로 17,010-2634-8455,inLab MC X5,6468560,106787(406964),2023-01-11,113035,WEST
의료법인한전의료재단한일병원,,서울특별시,도봉구,우이천로 308,02-901-3235,inLab MC X5,6468560,106786,2022-12-21,104183,EAST
라인치과기공주식회사,,서울특별시,영등포구,대림동 778-32,02-846-5292,inLab MC X5,6468560,106785,2022-12-17,105626,WEST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,inLab MC X5,6468560,401201,2015-01-30,111559,EAST
주식회사 프라이덴덴탈랩,,대전광역시,중구,대흥로 144,042 -252-2845,inLab MC X5,6468560,106495,2022-11-29,110886,WEST
의료법인명지의료재단,Local Warranty Extension (1+2),경기도,고양시,덕양구 화수로 14번길 55 ,031-810-5114,inLab MC X5,6468560,106494,2022-10-27,105714,WEST
에이아이덴탈랩(AI Dental lab),,서울특별시,광진구,능동로 49길 18 2층 ,010-9009-2804,inLab MC X5,6468560,106910(407087),2023-03-15,113163,EAST
